Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Arkansas,2016,22,6/4/2016,585,543,,144,16,16,,37,,13,,164,23,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,23,6/11/2016,595,549,11,109,17,29,18,40,,18,,147,33,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,24,6/18/2016,531,487,11,101,19,26,,45,,13,,138,22,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,25,6/25/2016,561,517,10,113,14,23,,28,,16,,146,40,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,26,7/2/2016,577,527,,121,16,23,,50,,13,,144,31,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,27,7/9/2016,597,557,12,135,20,21,,35,10,16,,134,33,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2016,28,7/16/2016,609,555,,152,12,16,14,34,,13,,130,37,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,29,7/23/2016,566,519,10,120,11,22,,38,,11,10,156,29,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arkansas,2016,30,7/30/2016,553,511,,130,16,29,,34,,16,,130,26,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,31,8/6/2016,537,483,,106,22,17,14,39,,11,,131,23,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,32,8/13/2016,551,489,,104,11,24,12,34,,11,,132,33,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,33,8/20/2016,566,511,,132,15,22,,40,,,10,125,20,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Arkansas,2016,34,8/27/2016,558,522,,115,21,30,10,35,,13,11,145,33,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2016,35,9/3/2016,538,481,,114,11,23,,43,,12,,137,21,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,36,9/10/2016,629,576,,120,13,42,,40,12,13,,171,28,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2016,37,9/17/2016,564,522,,111,17,30,12,35,,19,13,154,27,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2016,38,9/24/2016,548,485,,120,17,23,,31,,,,132,27,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2016,39,10/1/2016,517,470,,125,16,22,13,30,,,,123,27,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2016,40,10/8/2016,568,525,,134,12,33,,32,,11,,144,25,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,41,10/15/2016,570,513,,110,17,28,11,36,12,18,,136,32,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2016,42,10/22/2016,548,506,,112,18,27,,43,,,,140,28,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2016,43,10/29/2016,601,547,,118,16,31,19,44,11,15,,164,23,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2016,44,11/5/2016,608,561,,135,22,31,10,32,11,17,10,164,19,,,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arkansas,2016,45,11/12/2016,637,588,,142,17,34,19,50,10,14,,160,28,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2016,46,11/19/2016,604,549,,125,,33,,43,,,,157,37,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2016,47,11/26/2016,638,587,,131,10,37,12,47,,,12,159,27,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Arkansas,2016,48,12/3/2016,617,577,11,143,27,26,13,47,,20,,139,30,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,49,12/10/2016,638,587,,122,27,33,13,46,,17,,160,30,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,50,12/17/2016,702,670,16,153,18,40,14,49,12,13,,187,44,,,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2016,51,12/24/2016,655,599,,121,21,31,19,36,,14,,181,38,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2016,52,12/31/2016,699,653,11,127,20,37,19,47,,14,11,197,41,,,,,,,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2017,1,1/7/2017,650,601,14,112,19,34,24,50,,,,178,38,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2017,2,1/14/2017,658,614,12,125,31,45,18,45,,25,,164,29,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,3,1/21/2017,657,608,12,136,17,40,14,57,,,,158,32,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2017,4,1/28/2017,579,535,,118,22,25,,56,,11,,151,19,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,5,2/4/2017,614,581,10,114,19,25,18,39,10,10,,182,30,,,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2017,6,2/11/2017,626,583,11,113,23,37,21,63,,19,,149,28,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,7,2/18/2017,648,608,13,120,25,33,20,73,,17,,154,35,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,8,2/25/2017,655,605,,110,24,32,19,76,10,10,,153,42,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2017,9,3/4/2017,661,610,14,127,29,27,14,47,10,11,,184,21,,,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2017,10,3/11/2017,635,586,,115,19,27,21,57,12,19,,182,32,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2017,11,3/18/2017,643,604,,113,31,42,19,45,,24,,160,27,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,12,3/25/2017,636,580,,111,20,30,25,47,,15,,173,25,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,13,4/1/2017,639,586,,134,18,26,20,46,,11,,159,20,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,14,4/8/2017,609,553,,125,15,27,19,57,,19,,150,24,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,15,4/15/2017,634,574,,128,26,24,14,60,,12,,155,29,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,16,4/22/2017,604,559,10,142,21,35,10,38,,13,,145,33,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,17,4/29/2017,607,550,12,124,19,19,10,39,,10,,174,31,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,18,5/6/2017,590,544,,116,23,36,18,61,,,,140,28,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2017,19,5/13/2017,600,545,,125,18,34,,60,,12,,147,28,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,20,5/20/2017,608,555,,139,11,29,,46,10,,,141,37,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2017,21,5/27/2017,567,511,10,107,18,15,10,39,,13,,155,32,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,22,6/3/2017,568,524,11,120,16,29,12,48,,16,,152,23,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,23,6/10/2017,565,526,,102,22,18,17,47,,13,,159,32,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,24,6/17/2017,601,539,,124,23,27,,41,,,,137,33,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2017,25,6/24/2017,603,553,12,134,15,17,10,37,,11,,172,21,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,26,7/1/2017,582,513,,133,29,20,,40,,13,,136,21,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,27,7/8/2017,604,548,,129,21,21,10,43,,13,,159,29,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,28,7/15/2017,582,525,10,125,25,17,11,47,,11,,144,36,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,29,7/22/2017,565,514,,103,21,24,10,33,,,,151,38,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2017,30,7/29/2017,582,520,,108,23,22,14,45,,10,,146,39,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,31,8/5/2017,526,477,,94,15,26,,35,14,14,,141,23,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2017,32,8/12/2017,589,528,,137,22,29,,33,10,10,,149,30,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2017,33,8/19/2017,571,523,,125,24,20,,39,,,,158,23,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2017,34,8/26/2017,559,510,,119,15,24,,48,,13,,138,22,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,35,9/2/2017,550,515,,124,13,22,10,35,,,,153,31,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2017,36,9/9/2017,583,539,,126,29,21,10,39,12,16,,136,32,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2017,37,9/16/2017,611,554,,113,26,29,,43,,10,,167,27,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,38,9/23/2017,577,528,,125,17,26,,43,,15,,145,30,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,39,9/30/2017,613,560,,126,24,28,11,48,,15,,146,27,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,40,10/7/2017,563,520,,132,17,20,,33,,16,,142,21,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,41,10/14/2017,536,497,12,133,21,27,,37,,15,,121,26,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,42,10/21/2017,565,524,,114,16,33,,43,,12,,153,32,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,43,10/28/2017,609,566,,126,29,17,,40,18,16,,158,24,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2017,44,11/4/2017,609,557,,124,27,36,,45,,,,151,35,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2017,45,11/11/2017,589,534,11,122,23,26,14,39,,19,,128,26,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,46,11/18/2017,624,579,,133,30,20,,49,,23,,153,32,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,47,11/25/2017,606,555,,130,17,25,10,39,,13,,164,27,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,48,12/2/2017,615,576,,124,24,26,10,55,10,18,,159,37,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2017,49,12/9/2017,700,638,10,147,30,20,26,74,,11,0,160,31,,,,,,,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2017,50,12/16/2017,711,646,,154,27,28,14,49,,11,,181,40,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,51,12/23/2017,696,650,,130,34,46,31,59,,18,,156,28,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2017,52,12/30/2017,733,687,,122,29,38,31,59,10,19,,210,31,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2018,1,1/6/2018,734,690,,123,35,39,27,46,,17,,193,41,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,2,1/13/2018,763,718,10,135,26,45,48,77,,27,,168,37,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,3,1/20/2018,760,718,11,123,34,40,33,53,14,15,,195,35,,,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2018,4,1/27/2018,735,684,14,143,19,34,42,62,,15,,174,30,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,5,2/3/2018,667,633,13,112,14,39,30,61,,21,,150,36,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,6,2/10/2018,680,637,12,126,28,31,32,58,,13,,180,27,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,7,2/17/2018,673,633,10,131,29,28,28,68,,15,,180,27,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,8,2/24/2018,670,634,,123,22,34,33,53,11,15,,180,22,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2018,9,3/3/2018,610,559,13,118,23,29,16,40,,15,,163,39,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,10,3/10/2018,652,598,,144,19,27,15,58,12,,,152,31,,,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2018,11,3/17/2018,583,541,10,126,17,23,14,50,,19,,139,26,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,12,3/24/2018,577,535,,105,21,28,15,40,,14,,150,28,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,13,3/31/2018,592,543,,114,25,27,,50,,10,,153,20,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,14,4/7/2018,576,523,,117,29,27,14,45,,14,,131,26,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,15,4/14/2018,619,575,10,122,33,27,,47,12,12,,162,34,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2018,16,4/21/2018,541,496,,118,23,20,,42,,14,,151,17,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,17,4/28/2018,578,526,,115,19,21,11,46,,12,,167,19,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,18,5/5/2018,625,575,,138,22,25,,42,,14,,154,28,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,19,5/12/2018,627,570,,114,32,30,16,53,,10,,157,28,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,20,5/19/2018,575,515,10,119,19,21,13,44,,,,141,34,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2018,21,5/26/2018,581,519,,120,15,22,,39,,10,,146,23,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,22,6/2/2018,608,554,,115,27,31,,42,10,11,,153,21,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2018,23,6/9/2018,573,529,,103,19,20,,51,,18,,153,39,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,24,6/16/2018,601,538,10,114,20,26,10,54,,11,,143,28,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,25,6/23/2018,545,495,,102,24,26,,34,,15,,147,34,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,26,6/30/2018,570,520,11,116,13,23,,43,,16,,140,28,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,27,7/7/2018,568,522,,117,22,33,,39,,15,,130,31,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,28,7/14/2018,586,530,10,139,22,23,,40,,,,132,25,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2018,29,7/21/2018,595,545,,118,29,23,10,38,,21,,139,23,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,30,7/28/2018,534,478,,101,15,27,,41,,11,,148,19,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,31,8/4/2018,548,511,,115,25,23,,38,,15,,143,29,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,32,8/11/2018,556,514,,112,18,27,,31,,10,,165,25,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,33,8/18/2018,560,513,,112,19,19,,26,,,,156,32,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2018,34,8/25/2018,561,522,,127,21,23,10,43,,13,,127,32,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,35,9/1/2018,568,501,,115,22,32,,40,,14,,126,22,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,36,9/8/2018,577,538,12,114,25,23,,33,,12,,155,23,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,37,9/15/2018,597,558,,130,21,27,,48,15,10,,141,25,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2018,38,9/22/2018,586,530,,117,19,30,,45,,,,153,30,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2018,39,9/29/2018,554,516,,112,23,22,,31,13,11,,156,28,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2018,40,10/6/2018,559,514,,133,25,29,14,33,10,11,,124,33,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2018,41,10/13/2018,565,532,12,124,18,30,12,48,,,,133,37,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2018,42,10/20/2018,575,538,,133,20,22,10,50,,,,154,27,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2018,43,10/27/2018,654,608,12,137,34,37,,39,10,11,,159,26,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2018,44,11/3/2018,615,561,,108,30,28,,58,,,,152,35,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2018,45,11/10/2018,583,554,,144,26,19,,55,10,12,,143,17,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2018,46,11/17/2018,638,593,,118,22,31,11,47,,10,,170,23,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,47,11/24/2018,632,579,11,128,24,26,14,36,,14,,163,36,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,48,12/1/2018,635,594,10,129,24,20,,41,,18,,173,26,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,49,12/8/2018,602,564,,134,19,21,12,47,13,13,,149,29,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2018,50,12/15/2018,661,613,12,138,23,40,,53,,14,,168,31,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2018,51,12/22/2018,652,608,12,122,20,39,10,43,10,,,192,37,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2018,52,12/29/2018,668,624,13,138,26,35,11,53,,13,,176,25,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,1,1/5/2019,691,630,14,115,24,29,18,46,13,10,,193,27,,,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,2,1/12/2019,601,570,,111,24,34,16,54,,11,0,171,30,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2019,3,1/19/2019,661,608,,123,21,32,14,58,15,15,,156,37,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,4,1/26/2019,650,604,10,111,31,25,18,50,,12,,173,28,,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,5,2/2/2019,670,623,,128,19,30,12,45,,20,,201,31,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,6,2/9/2019,665,622,13,129,21,29,17,57,,,,174,27,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,7,2/16/2019,695,661,,134,29,29,19,63,,,,194,35,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,8,2/23/2019,723,676,11,146,27,26,23,60,13,16,,201,21,,,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,9,3/2/2019,643,605,,128,26,34,20,52,,14,,158,30,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,10,3/9/2019,686,633,,129,31,31,22,50,,12,,191,26,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
